Date,Region,PropertyType,Number of establishments,Daily Capacity (stay-units available),Available monthly stay unit capacity,Occupancy rate (%),Total guest nights,Guest arrivals,Stay unit nights occupied,Domestic guest nights,International guest nights 
1/08/2015,Bay of Plenty ,Motels,52.00,938.00,29078.00,50.24,26376.00,13714.00,14610.00,0.00,0.00
1/06/2007,Manawatu,Motels,64.00,1023.00,30690.00,47.61,25520.00,16010.00,14610.00,0.00,0.00
1/10/2003,Canterbury,Holiday Parks,37.00,4506.00,139686.00,10.46,34155.00,18832.00,14612.00,0.00,0.00
1/03/2016,Fiordland,Holiday Parks,5.00,798.00,24738.00,59.07,27200.00,11913.00,14613.00,0.00,0.00
1/03/2017,Marlborough,Backpackers,19.00,817.00,25327.00,57.70,19734.00,10843.00,14615.00,0.00,0.00
1/02/2002,Hawke's Bay,Holiday Parks,21.00,2357.00,65996.00,22.15,32654.00,17093.00,14615.00,0.00,0.00
1/08/2012,Hawke's Bay,Motels,75.00,1378.00,42718.00,34.21,23577.00,13440.00,14616.00,0.00,0.00
1/01/2013,Marlborough,Holiday Parks,16.00,1341.00,41571.00,35.16,33616.00,17460.00,14616.00,0.00,0.00
1/02/2015,Queenstown,Holiday Parks,7.00,1101.00,30828.00,47.41,33741.00,17911.00,14616.00,0.00,0.00
1/08/2017,Dunedin,Hotels,17.00,822.00,25482.00,57.36,23381.00,13913.00,14617.00,0.00,0.00
1/11/2006,Bay of Plenty ,Motels,61.00,931.00,27930.00,52.34,27794.00,15178.00,14618.00,0.00,0.00
1/04/2013,Dunedin,Motels,45.00,764.00,22920.00,63.78,27273.00,16008.00,14618.00,0.00,0.00
1/01/2009,Hawke's Bay,Backpackers,21.00,913.00,28303.00,51.66,15345.00,6215.00,14622.00,0.00,0.00
1/09/2005,Nelson-Tasman,Motels,86.00,1113.00,33390.00,43.80,25997.00,13486.00,14624.00,0.00,0.00
1/07/2013,Waikato,Hotels,22.00,947.00,29357.00,49.83,24792.00,11786.00,14627.00,0.00,0.00
1/06/2015,Northland,Motels,128.00,1560.00,46800.00,31.25,25972.00,13936.00,14627.00,0.00,0.00
1/03/2005,Taranaki,Motels,42.00,685.00,21235.00,68.90,25502.00,13493.00,14630.00,0.00,0.00
1/09/2017,West Coast,Hotels,31.00,1075.00,32250.00,45.36,27154.00,17969.00,14630.00,0.00,0.00
1/02/2001,Northland,Hotels,31.00,893.00,25004.00,58.52,24775.00,11363.00,14632.00,0.00,0.00
1/09/2012,Queenstown,Motels,52.00,1120.00,33600.00,43.55,37430.00,12939.00,14632.00,0.00,0.00
1/05/2015,Dunedin,Motels,44.00,757.00,23467.00,62.37,26600.00,14390.00,14636.00,0.00,0.00
1/05/2003,Northland,Backpackers,30.00,1338.00,41478.00,35.30,16906.00,7209.00,14641.00,0.00,0.00
1/07/2010,West Coast,Backpackers,25.00,1554.00,48174.00,30.39,17333.00,10860.00,14642.00,0.00,0.00
1/12/2008,Dunedin,Motels,47.00,802.00,24862.00,58.90,32130.00,16741.00,14643.00,0.00,0.00
1/04/2010,Nelson-Tasman,Holiday Parks,20.00,3610.00,108300.00,13.52,34715.00,15620.00,14644.00,0.00,0.00
1/01/2007,Marlborough,Holiday Parks,17.00,1303.00,40393.00,36.26,33231.00,16006.00,14647.00,0.00,0.00
1/08/2019,Dunedin,Motels,43.00,774.00,23994.00,61.06,26028.00,12856.00,14650.00,0.00,0.00
1/06/2006,Wellington City,Motels,32.00,857.00,25710.00,56.99,25030.00,12912.00,14651.00,0.00,0.00
1/09/2007,Dunedin,Motels,46.00,776.00,23280.00,62.93,28797.00,15267.00,14651.00,0.00,0.00
1/01/2018,Taupo,Holiday Parks,11.00,1229.00,38099.00,38.46,37934.00,13631.00,14652.00,0.00,0.00
1/11/2011,West Coast,Hotels,39.00,1340.00,40200.00,36.45,23251.00,19727.00,14654.00,0.00,0.00
1/12/2008,Northland,Hotels,33.00,1261.00,39091.00,37.49,29665.00,12560.00,14657.00,0.00,0.00
1/07/2004,Wellington City,Motels,30.00,732.00,22692.00,64.59,29454.00,14124.00,14657.00,0.00,0.00
1/05/2007,Taupo,Motels,74.00,1211.00,37541.00,39.05,28468.00,18791.00,14658.00,0.00,0.00
1/12/2001,Taupo,Backpackers,13.00,662.00,20522.00,71.44,15847.00,8146.00,14660.00,0.00,0.00
1/05/2018,Bay of Plenty ,Holiday Parks,17.00,2343.00,72633.00,20.19,26628.00,7221.00,14663.00,0.00,0.00
1/09/2001,Wellington City,Backpackers,7.00,737.00,22110.00,66.32,15725.00,8954.00,14663.00,0.00,0.00
1/05/2017,West Coast,Backpackers,23.00,1600.00,49600.00,29.57,17511.00,11425.00,14668.00,0.00,0.00
1/12/2004,Bay of Plenty ,Motels,62.00,943.00,29233.00,50.18,34265.00,18570.00,14669.00,0.00,0.00
1/01/2019,Dunedin,Hotels,16.00,818.00,25358.00,57.86,26359.00,16417.00,14671.00,0.00,0.00
1/07/2014,Dunedin,Hotels,19.00,812.00,25172.00,58.29,26367.00,15181.00,14673.00,0.00,0.00
1/05/2002,Combined Canterbury RTOs,Holiday Parks,53.00,6204.00,192324.00,7.63,29681.00,16954.00,14674.00,0.00,0.00
1/09/2013,Nelson-Tasman,Motels,97.00,1262.00,37860.00,38.76,24938.00,11994.00,14675.00,0.00,0.00
1/12/2008,Wellington City,Motels,39.00,857.00,26567.00,55.24,28038.00,15740.00,14675.00,0.00,0.00
1/11/2010,Manawatu,Motels,64.00,1100.00,33000.00,44.47,25319.00,15269.00,14676.00,0.00,0.00
1/04/2006,Dunedin,Motels,48.00,722.00,21660.00,67.76,31461.00,16889.00,14677.00,0.00,0.00
1/12/2017,Bay of Plenty ,Backpackers,13.00,919.00,28489.00,51.52,15651.00,4167.00,14679.00,0.00,0.00
1/06/2001,Northland,Motels,132.00,1695.00,50850.00,28.87,28115.00,15524.00,14679.00,0.00,0.00
1/03/2002,Dunedin,Motels,41.00,562.00,17422.00,84.28,29589.00,16420.00,14684.00,0.00,0.00
1/03/2006,Bay of Plenty ,Holiday Parks,21.00,2879.00,89249.00,16.46,26460.00,12160.00,14686.00,0.00,0.00
1/10/2017,Nelson-Tasman,Backpackers,25.00,1286.00,39866.00,36.84,16976.00,7793.00,14688.00,0.00,0.00
1/07/2012,Canterbury,Holiday Parks,37.00,4541.00,140771.00,10.44,29927.00,13902.00,14692.00,0.00,0.00
1/10/2012,Bay of Plenty ,Motels,56.00,970.00,30070.00,48.86,27313.00,13708.00,14693.00,0.00,0.00
1/12/2013,West Coast,Hotels,40.00,1315.00,40765.00,36.06,27013.00,18306.00,14699.00,0.00,0.00
1/07/2011,Dunedin,Motels,43.00,768.00,23808.00,61.75,29225.00,15909.00,14702.00,0.00,0.00
1/06/2019,Taupo,Motels,60.00,1093.00,32790.00,44.84,28891.00,17190.00,14702.00,0.00,0.00
1/02/2018,Rotorua,Holiday Parks,10.00,1393.00,39004.00,37.70,34737.00,14455.00,14703.00,0.00,0.00
1/10/2013,Bay of Plenty ,Motels,53.00,924.00,28644.00,51.35,28466.00,14918.00,14710.00,0.00,0.00
1/10/2010,West Coast,Motels,76.00,1064.00,32984.00,44.60,30126.00,20889.00,14710.00,0.00,0.00
1/11/2012,Northland,Hotels,30.00,1156.00,34680.00,42.42,25173.00,15310.00,14711.00,0.00,0.00
1/11/2003,West Coast,Motels,63.00,866.00,25980.00,56.63,30476.00,23876.00,14713.00,0.00,0.00
1/10/2004,Northland,Backpackers,36.00,1385.00,42935.00,34.27,17683.00,7639.00,14714.00,0.00,0.00
1/10/2008,AuCkland,Holiday Parks,24.00,2714.00,84134.00,17.49,32617.00,16858.00,14714.00,0.00,0.00
1/11/2010,Rotorua,Backpackers,11.00,1042.00,31260.00,47.07,16123.00,8221.00,14715.00,0.00,0.00
1/11/2009,Queenstown,Motels,54.00,1151.00,34530.00,42.62,35689.00,19208.00,14716.00,0.00,0.00
1/11/2018,West Coast,Holiday Parks,20.00,1582.00,47460.00,31.01,32679.00,22418.00,14717.00,0.00,0.00
1/10/2015,West Coast,Motels,71.00,975.00,30225.00,48.70,29367.00,20091.00,14721.00,0.00,0.00
1/03/2003,Bay of Plenty ,Motels,54.00,828.00,25668.00,57.36,30275.00,15824.00,14722.00,0.00,0.00
1/01/2017,Taranaki,Motels,45.00,769.00,23839.00,61.76,29968.00,16101.00,14722.00,0.00,0.00
1/01/2004,Taupo,Backpackers,13.00,820.00,25420.00,57.93,18060.00,8890.00,14725.00,0.00,0.00
1/03/2009,Hawke's Bay,Backpackers,20.00,901.00,27931.00,52.73,15880.00,4884.00,14727.00,0.00,0.00
1/02/2016,Fiordland,Backpackers,7.00,767.00,22243.00,66.21,15058.00,7062.00,14727.00,0.00,0.00
1/01/2013,Marlborough,Backpackers,24.00,916.00,28396.00,51.86,17633.00,11170.00,14727.00,0.00,0.00
1/03/2002,Marlborough,Backpackers,21.00,698.00,21638.00,68.07,15979.00,9292.00,14728.00,0.00,0.00
1/10/2017,Coromandel,Holiday Parks,25.00,3500.00,108500.00,13.57,31980.00,13604.00,14728.00,0.00,0.00
1/12/2010,Northland,Hotels,36.00,1277.00,39587.00,37.20,30525.00,13737.00,14728.00,0.00,0.00
1/12/2008,Rotorua,Holiday Parks,12.00,1694.00,52514.00,28.05,36390.00,15148.00,14731.00,0.00,0.00
1/03/2014,Taupo,Backpackers,14.00,898.00,27838.00,52.92,15716.00,8583.00,14732.00,0.00,0.00
1/01/2014,Dunedin,Hotels,20.00,817.00,25327.00,58.17,28885.00,17361.00,14734.00,0.00,0.00
1/09/2013,Rotorua,Backpackers,13.00,1459.00,43770.00,33.67,15676.00,9025.00,14736.00,0.00,0.00
1/02/2008,Taranaki,Motels,46.00,758.00,21982.00,67.04,26168.00,13030.00,14736.00,0.00,0.00
1/12/2013,Dunedin,Motels,46.00,771.00,23901.00,61.66,29602.00,15931.00,14736.00,0.00,0.00
1/04/2004,Queenstown,Motels,41.00,697.00,20910.00,70.47,36718.00,17045.00,14736.00,0.00,0.00
1/12/2011,Wanaka,Holiday Parks,6.00,1565.00,48515.00,30.38,41257.00,15227.00,14738.00,0.00,0.00
1/08/2014,Taupo,Motels,65.00,1141.00,35371.00,41.67,30775.00,20261.00,14739.00,0.00,0.00
1/01/2005,Manawatu,Motels,63.00,1001.00,31031.00,47.50,30877.00,18066.00,14741.00,0.00,0.00
1/11/2015,Northland,Backpackers,26.00,1097.00,32910.00,44.80,16041.00,8961.00,14745.00,0.00,0.00
1/04/2005,West Coast,Hotels,46.00,1300.00,39000.00,37.81,25143.00,20417.00,14747.00,0.00,0.00
1/04/2019,Queenstown,Holiday Parks,8.00,1119.00,33570.00,43.93,33963.00,17282.00,14748.00,0.00,0.00
1/07/2010,Manawatu,Motels,65.00,1122.00,34782.00,42.41,25025.00,15867.00,14752.00,0.00,0.00
1/03/2016,Wanaka,Backpackers,9.00,672.00,20832.00,70.82,16459.00,9202.00,14754.00,0.00,0.00
1/09/2007,Wellington City,Motels,37.00,892.00,26760.00,55.13,29485.00,16551.00,14754.00,0.00,0.00
1/09/2009,Waikato,Hotels,25.00,1014.00,30420.00,48.51,21148.00,12156.00,14756.00,0.00,0.00
1/11/2016,Marlborough,Motels,48.00,759.00,22770.00,64.82,25967.00,14324.00,14760.00,0.00,0.00
1/10/2013,Taranaki,Motels,46.00,799.00,24769.00,59.61,23065.00,10586.00,14766.00,0.00,0.00
1/07/2008,Taranaki,Motels,46.00,773.00,23963.00,61.62,23473.00,11479.00,14767.00,0.00,0.00
1/01/2012,Gisborne,Holiday Parks,11.00,1767.00,54777.00,26.96,36916.00,14594.00,14769.00,0.00,0.00
1/04/2011,Dunedin,Hotels,18.00,766.00,22980.00,64.28,25956.00,16128.00,14772.00,0.00,0.00
1/04/2007,Bay of Plenty ,Holiday Parks,21.00,2890.00,86700.00,17.04,33118.00,13930.00,14774.00,0.00,0.00
1/04/2004,Dunedin,Motels,44.00,639.00,19170.00,77.08,32853.00,17594.00,14776.00,0.00,0.00
1/09/2017,Rotorua,Backpackers,14.00,1867.00,56010.00,26.38,18139.00,8658.00,14778.00,0.00,0.00
1/10/2014,Northland,Hotels,31.00,1171.00,36301.00,40.71,27002.00,15726.00,14778.00,0.00,0.00
1/10/2018,Taranaki,Motels,46.00,817.00,25327.00,58.35,24601.00,12459.00,14779.00,0.00,0.00
1/02/2005,Marlborough,Motels,50.00,639.00,17892.00,82.61,30728.00,19547.00,14780.00,0.00,0.00
1/11/2002,West Coast,Backpackers,20.00,891.00,26730.00,55.30,16324.00,11814.00,14781.00,0.00,0.00
1/11/2013,Northland,Hotels,31.00,1166.00,34980.00,42.26,26383.00,14573.00,14783.00,0.00,0.00
1/02/2001,West Coast,Motels,61.00,765.00,21420.00,69.02,32793.00,25358.00,14784.00,0.00,0.00
1/03/2009,Taranaki,Motels,48.00,797.00,24707.00,59.85,24666.00,12867.00,14786.00,0.00,0.00
1/03/2006,Waikato,Hotels,28.00,951.00,29481.00,50.16,25000.00,14608.00,14788.00,0.00,0.00
1/02/2010,Waikato,Hotels,26.00,1007.00,28196.00,52.46,22454.00,11573.00,14792.00,0.00,0.00
1/04/2012,Queenstown,Motels,53.00,1147.00,34410.00,42.99,35049.00,15094.00,14794.00,0.00,0.00
1/08/2004,Wellington City,Motels,30.00,732.00,22692.00,65.20,25106.00,12242.00,14795.00,0.00,0.00
1/12/2017,Manawatu,Motels,63.00,1086.00,33666.00,43.95,27519.00,17192.00,14795.00,0.00,0.00
1/11/2003,Queenstown,Motels,44.00,773.00,23190.00,63.80,36126.00,18499.00,14795.00,0.00,0.00
1/12/2003,Wellington City,Motels,29.00,734.00,22754.00,65.03,29380.00,15718.00,14796.00,0.00,0.00
1/09/2013,Taranaki,Motels,46.00,799.00,23970.00,61.75,22118.00,9768.00,14800.00,0.00,0.00
1/10/2017,Marlborough,Motels,48.00,774.00,23994.00,61.69,24389.00,11965.00,14801.00,0.00,0.00
1/01/2007,Hawke's Bay,Backpackers,19.00,827.00,25637.00,57.75,15088.00,6637.00,14805.00,0.00,0.00
1/10/2009,Northland,Hotels,34.00,1272.00,39432.00,37.55,27374.00,13125.00,14806.00,0.00,0.00
1/12/2005,Wellington City,Motels,33.00,858.00,26598.00,55.67,28953.00,16624.00,14807.00,0.00,0.00
1/10/2018,Bay of Plenty ,Holiday Parks,17.00,2344.00,72664.00,20.38,34160.00,9735.00,14812.00,0.00,0.00
1/03/2006,Hawke's Bay,Backpackers,17.00,790.00,24490.00,60.49,15206.00,5463.00,14813.00,0.00,0.00
1/10/2014,Waikato,Hotels,21.00,924.00,28644.00,51.72,26782.00,13225.00,14813.00,0.00,0.00
1/01/2006,Dunedin,Hotels,20.00,826.00,25606.00,57.85,25522.00,19051.00,14813.00,0.00,0.00
1/01/2015,Marlborough,Motels,49.00,734.00,22754.00,65.10,32952.00,20180.00,14813.00,0.00,0.00
1/11/2016,Northland,Backpackers,26.00,1133.00,33990.00,43.58,16143.00,7554.00,14814.00,0.00,0.00
1/05/2016,Dunedin,Motels,45.00,743.00,23033.00,64.34,26721.00,14113.00,14819.00,0.00,0.00
1/01/2011,Wellington City,Motels,38.00,899.00,27869.00,53.17,31228.00,17211.00,14819.00,0.00,0.00
1/01/2014,Taranaki,Holiday Parks,13.00,1204.00,37324.00,39.71,36632.00,10312.00,14823.00,0.00,0.00
1/09/2014,Dunedin,Hotels,19.00,813.00,24390.00,60.78,23796.00,14664.00,14824.00,0.00,0.00
1/07/2008,Wellington City,Motels,41.00,877.00,27187.00,54.55,29566.00,15326.00,14830.00,0.00,0.00
1/10/2002,Nelson-Tasman,Motels,78.00,978.00,30318.00,48.92,27233.00,14790.00,14832.00,0.00,0.00
1/04/2014,Dunedin,Motels,45.00,752.00,22560.00,65.75,29090.00,16040.00,14833.00,0.00,0.00
1/08/2016,Wellington City,Motels,30.00,722.00,22382.00,66.28,26706.00,13426.00,14834.00,0.00,0.00
1/02/2002,AuCkland,Holiday Parks,25.00,3442.00,96376.00,15.39,30384.00,15793.00,14835.00,0.00,0.00
1/03/2010,Marlborough,Motels,51.00,719.00,22289.00,66.58,29377.00,18542.00,14839.00,0.00,0.00
1/05/2001,Manawatu,Motels,55.00,890.00,27590.00,53.79,25561.00,15764.00,14840.00,0.00,0.00
1/04/2017,Northland,Hotels,28.00,1095.00,32850.00,45.18,31276.00,18658.00,14841.00,0.00,0.00
1/01/2013,West Coast,Hotels,40.00,1350.00,41850.00,35.47,25726.00,18752.00,14843.00,0.00,0.00
1/01/2004,Wellington City,Motels,29.00,734.00,22754.00,65.24,30975.00,17169.00,14844.00,0.00,0.00
1/07/2013,Wellington City,Motels,32.00,759.00,23529.00,63.09,24909.00,10487.00,14845.00,0.00,0.00
1/03/2009,West Coast,Holiday Parks,18.00,1657.00,51367.00,28.90,30936.00,23044.00,14845.00,0.00,0.00
1/02/2001,Coromandel,Holiday Parks,23.00,3050.00,85400.00,17.40,36089.00,16617.00,14857.00,0.00,0.00
1/04/2001,Manawatu,Motels,55.00,890.00,26700.00,55.65,27613.00,16633.00,14858.00,0.00,0.00
1/12/2017,Hawke's Bay,Backpackers,14.00,742.00,23002.00,64.60,18304.00,4869.00,14859.00,0.00,0.00
1/04/2007,Queenstown,Motels,52.00,943.00,28290.00,52.53,34661.00,16117.00,14860.00,0.00,0.00
1/07/2009,Combined Canterbury RTOs,Holiday Parks,54.00,6144.00,190464.00,7.80,37045.00,22283.00,14864.00,0.00,0.00
1/05/2015,West Coast,Backpackers,24.00,1482.00,45942.00,32.36,17500.00,11762.00,14866.00,0.00,0.00
1/09/2003,Nelson-Tasman,Motels,77.00,1024.00,30720.00,48.39,28890.00,15553.00,14866.00,0.00,0.00
1/12/2016,Hawke's Bay,Backpackers,17.00,831.00,25761.00,57.73,18064.00,3093.00,14871.00,0.00,0.00
1/06/2017,Wellington City,Motels,28.00,719.00,21570.00,68.96,27162.00,13505.00,14874.00,0.00,0.00
1/05/2011,Rotorua,Motels,78.00,1399.00,43369.00,34.30,26759.00,15874.00,14874.00,0.00,0.00
1/09/2004,Nelson-Tasman,Motels,84.00,1061.00,31830.00,46.74,28518.00,15851.00,14876.00,0.00,0.00
1/11/2006,Dunedin,Motels,47.00,718.00,21540.00,69.08,27980.00,15899.00,14880.00,0.00,0.00
1/12/2005,Hawke's Bay,Holiday Parks,21.00,2054.00,63674.00,23.37,40634.00,17238.00,14880.00,0.00,0.00
1/03/2013,Waikato,Holiday Parks,21.00,1902.00,58962.00,25.24,31159.00,16074.00,14881.00,0.00,0.00
1/10/2014,West Coast,Backpackers,23.00,1511.00,46841.00,31.77,18139.00,12600.00,14882.00,0.00,0.00
1/05/2001,Hawke's Bay,Motels,61.00,1124.00,34844.00,42.72,24291.00,14978.00,14884.00,0.00,0.00
1/08/2012,Canterbury,Holiday Parks,37.00,4478.00,138818.00,10.72,28117.00,12556.00,14885.00,0.00,0.00
1/08/2008,Taupo,Motels,76.00,1240.00,38440.00,38.72,31384.00,21287.00,14885.00,0.00,0.00
1/04/2018,Taranaki,Motels,46.00,801.00,24030.00,61.95,24462.00,10831.00,14886.00,0.00,0.00
1/07/2011,Waikato,Hotels,25.00,983.00,30473.00,48.85,25571.00,12400.00,14886.00,0.00,0.00
1/04/2004,Dunedin,Hotels,19.00,760.00,22800.00,65.29,24303.00,17449.00,14886.00,0.00,0.00
1/03/2013,West Coast,Holiday Parks,18.00,1688.00,52328.00,28.45,29188.00,22089.00,14887.00,0.00,0.00
1/02/2005,Marlborough,Backpackers,21.00,794.00,22232.00,66.97,16300.00,9492.00,14888.00,0.00,0.00
1/10/2018,AuCkland,Holiday Parks,21.00,2407.00,74617.00,19.95,30933.00,16339.00,14890.00,0.00,0.00
1/04/2010,Waikato,Hotels,26.00,1007.00,30210.00,49.29,24448.00,12187.00,14892.00,0.00,0.00
1/02/2003,Manawatu,Motels,56.00,952.00,26656.00,55.88,28151.00,17260.00,14896.00,0.00,0.00
1/01/2001,Taupo,Backpackers,11.00,598.00,18538.00,80.36,15426.00,7786.00,14898.00,0.00,0.00
1/07/2018,Waikato,Hotels,19.00,888.00,27528.00,54.14,23846.00,11505.00,14904.00,0.00,0.00
1/04/2008,Bay of Plenty ,Holiday Parks,19.00,2646.00,79380.00,18.78,28833.00,14636.00,14904.00,0.00,0.00
1/01/2018,Hawke's Bay,Backpackers,14.00,742.00,23002.00,64.82,17388.00,5473.00,14910.00,0.00,0.00
1/12/2016,Dunedin,Motels,46.00,750.00,23250.00,64.14,31331.00,17883.00,14912.00,0.00,0.00
1/05/2011,Northland,Motels,137.00,1665.00,51615.00,28.90,25781.00,14331.00,14917.00,0.00,0.00
1/03/2001,Taupo,Backpackers,12.00,638.00,19778.00,75.44,15296.00,8311.00,14921.00,0.00,0.00
1/10/2012,West Coast,Motels,74.00,1043.00,32333.00,46.16,31384.00,20182.00,14924.00,0.00,0.00
1/11/2002,West Coast,Motels,63.00,866.00,25980.00,57.44,31211.00,24622.00,14924.00,0.00,0.00
1/09/2012,Wellington City,Motels,36.00,878.00,26340.00,56.67,26929.00,13323.00,14928.00,0.00,0.00
1/05/2010,Rotorua,Motels,78.00,1399.00,43369.00,34.43,29229.00,16549.00,14934.00,0.00,0.00
1/12/2016,Bay of Plenty ,Backpackers,13.00,893.00,27683.00,53.95,16028.00,4494.00,14935.00,0.00,0.00
1/03/2019,Hawke's Bay,Holiday Parks,21.00,1537.00,47647.00,31.35,32122.00,13279.00,14936.00,0.00,0.00
1/10/2005,West Coast,Hotels,46.00,1317.00,40827.00,36.59,24827.00,18989.00,14937.00,0.00,0.00
1/11/2017,Bay of Plenty ,Holiday Parks,18.00,2359.00,70770.00,21.11,28339.00,9542.00,14941.00,0.00,0.00
1/04/2005,Dunedin,Motels,44.00,666.00,19980.00,74.78,30757.00,16961.00,14941.00,0.00,0.00
1/12/2012,Taupo,Backpackers,15.00,954.00,29574.00,50.53,16485.00,9164.00,14943.00,0.00,0.00
1/11/2018,Taupo,Backpackers,15.00,1030.00,30900.00,48.37,17350.00,7959.00,14946.00,0.00,0.00
1/08/2011,Bay of Plenty ,Motels,59.00,1013.00,31403.00,47.60,30147.00,13546.00,14949.00,0.00,0.00
1/10/2001,Nelson-Tasman,Motels,73.00,907.00,28117.00,53.17,26966.00,14294.00,14949.00,0.00,0.00
1/02/2003,Bay of Plenty ,Motels,54.00,828.00,23184.00,64.48,32166.00,16304.00,14950.00,0.00,0.00
1/12/2001,Nelson-Tasman,Backpackers,20.00,715.00,22165.00,67.47,15735.00,8054.00,14954.00,0.00,0.00
1/02/2008,Taupo,Backpackers,14.00,918.00,26622.00,56.18,16554.00,9901.00,14955.00,0.00,0.00
1/08/2013,Manawatu,Motels,61.00,1043.00,32333.00,46.25,23036.00,13625.00,14955.00,0.00,0.00
1/05/2012,Manawatu,Motels,63.00,1067.00,33077.00,45.21,24010.00,14357.00,14955.00,0.00,0.00
1/02/2003,West Coast,Holiday Parks,14.00,1317.00,36876.00,40.55,32851.00,24793.00,14955.00,0.00,0.00
1/11/2014,Taranaki,Motels,44.00,765.00,22950.00,65.17,23751.00,12742.00,14956.00,0.00,0.00
1/12/2014,Dunedin,Motels,45.00,761.00,23591.00,63.39,31620.00,17431.00,14956.00,0.00,0.00
1/06/2018,Taupo,Motels,61.00,1096.00,32880.00,45.49,30962.00,21830.00,14956.00,0.00,0.00
1/04/2016,Marlborough,Backpackers,23.00,1082.00,32460.00,46.08,18055.00,8975.00,14957.00,0.00,0.00
1/11/2003,Dunedin,Motels,43.00,629.00,18870.00,79.26,28775.00,15337.00,14957.00,0.00,0.00
1/04/2008,Bay of Plenty ,Motels,57.00,952.00,28560.00,52.37,28639.00,14833.00,14958.00,0.00,0.00
1/09/2010,Wellington City,Motels,40.00,959.00,28770.00,52.01,27603.00,12938.00,14963.00,0.00,0.00
1/02/2013,Dunedin,Motels,45.00,764.00,21392.00,69.95,28584.00,16101.00,14963.00,0.00,0.00
1/03/2002,Northland,Hotels,32.00,960.00,29760.00,50.28,26803.00,13460.00,14964.00,0.00,0.00
1/04/2015,Wellington City,Motels,30.00,747.00,22410.00,66.79,29315.00,14557.00,14967.00,0.00,0.00
1/03/2014,Bay of Plenty ,Backpackers,16.00,1043.00,32333.00,46.29,15446.00,5342.00,14968.00,0.00,0.00
1/09/2007,Queenstown,Motels,50.00,933.00,27990.00,53.48,40030.00,12854.00,14968.00,0.00,0.00
1/03/2015,Northland,Backpackers,27.00,1252.00,38812.00,38.57,16301.00,6446.00,14970.00,0.00,0.00
1/02/2003,Northland,Hotels,32.00,959.00,26852.00,55.75,25905.00,12246.00,14971.00,0.00,0.00
1/03/2001,West Coast,Motels,62.00,770.00,23870.00,62.72,33184.00,24982.00,14971.00,0.00,0.00
1/09/2011,Queenstown,Motels,53.00,1167.00,35010.00,42.77,36638.00,12481.00,14972.00,0.00,0.00
1/09/2018,Northland,Holiday Parks,42.00,5612.00,168360.00,8.89,26869.00,9424.00,14975.00,0.00,0.00
1/11/2015,Coromandel,Holiday Parks,25.00,3177.00,95310.00,15.71,28164.00,17176.00,14977.00,0.00,0.00
1/11/2012,Queenstown,Motels,53.00,1141.00,34230.00,43.76,33195.00,13413.00,14978.00,0.00,0.00
1/09/2002,Queenstown,Motels,45.00,857.00,25710.00,58.26,38079.00,14453.00,14978.00,0.00,0.00
1/10/2016,Northland,Hotels,29.00,1162.00,36022.00,41.61,28130.00,16110.00,14989.00,0.00,0.00
1/03/2012,Bay of Plenty ,Holiday Parks,19.00,2835.00,87885.00,17.06,30120.00,11592.00,14990.00,0.00,0.00
1/12/2006,Taupo,Backpackers,15.00,997.00,30907.00,48.50,15910.00,8261.00,14991.00,0.00,0.00
1/12/2015,Dunedin,Motels,46.00,745.00,23095.00,64.92,31614.00,17881.00,14994.00,0.00,0.00
1/10/2015,Dunedin,Motels,45.00,742.00,23002.00,65.19,27641.00,14994.00,14995.00,0.00,0.00
1/02/2017,Fiordland,Holiday Parks,5.00,783.00,21924.00,68.40,28040.00,0.00,14996.00,0.00,0.00
1/09/2018,Dunedin,Hotels,16.00,818.00,24540.00,61.12,24828.00,13647.00,14998.00,0.00,0.00
1/12/2005,Bay of Plenty ,Motels,61.00,919.00,28489.00,52.64,34562.00,17838.00,14998.00,0.00,0.00
1/04/2012,Taupo,Backpackers,16.00,1056.00,31680.00,47.35,16053.00,9058.00,15000.00,0.00,0.00
1/03/2018,Northland,Backpackers,27.00,1141.00,35371.00,42.41,18220.00,7075.00,15001.00,0.00,0.00
1/11/2009,Rotorua,Backpackers,11.00,1042.00,31260.00,47.99,16502.00,9657.00,15001.00,0.00,0.00
1/03/2019,Rotorua,Holiday Parks,10.00,1393.00,43183.00,34.74,35464.00,15312.00,15003.00,0.00,0.00
1/12/2010,West Coast,Hotels,39.00,1330.00,41230.00,36.39,25462.00,17845.00,15003.00,0.00,0.00
1/01/2019,MaCkenzie,Holiday Parks,5.00,717.00,22227.00,67.51,38370.00,24369.00,15005.00,0.00,0.00
1/05/2001,Wellington City,Backpackers,7.00,723.00,22413.00,66.97,16143.00,8951.00,15009.00,0.00,0.00
1/09/2009,Canterbury,Holiday Parks,36.00,4250.00,127500.00,11.77,32613.00,19079.00,15009.00,0.00,0.00
1/04/2006,Bay of Plenty ,Motels,61.00,919.00,27570.00,54.45,33240.00,15922.00,15012.00,0.00,0.00
1/08/2002,Manawatu,Motels,54.00,913.00,28303.00,53.04,27605.00,16807.00,15012.00,0.00,0.00
1/01/2005,Dunedin,Motels,43.00,664.00,20584.00,72.93,34950.00,19790.00,15012.00,0.00,0.00
1/03/2004,West Coast,Holiday Parks,15.00,1328.00,41168.00,36.47,32192.00,24572.00,15015.00,0.00,0.00
1/04/2003,Dunedin,Hotels,21.00,733.00,21990.00,68.30,24493.00,17132.00,15019.00,0.00,0.00
